metal_product,diameter,side_size,width,thickness,mark_number
Труба 377х7 ГОСТ 10704-91 Ст3,377.0,,,7.0,
Лист 6 09Г2С-12,,2.0,9.0,6.0,
"Труба 50х50х3,0 Ст3пс ГОСТ 380-88 ГОСТ 8639-82",50.0,,,50.0,
"Труба 150х80х4,0 Ст3пс ГОСТ 380-88 ГОСТ 8645-68",150.0,,,80.0,
"Труба бесшовная (SMLS) DN1/2"" (21.34х3.73) BE ASME B36.19M ASTM A312 TP316/316L",21.34,,,3.73,
"Труба бесшовная (SMLS) DN3/4"" (26.67х3.91) BE ASME B36.19M ASTM A312 TP316/316L",26.67,,,3.91,
"Труба бесшовная (SMLS) DN4"" (114.3х6.02) BE ASME B16.9M ASTM A312 TP316/316L",114.3,,,6.02,
"Труба бесшовная (SMLS) DN2"" (60.32х3.91) BE ASME B36.19M ASTM A312 TP316/316L",60.32,,,3.91,
Уголок 50*5,,50.0,50.0,5.0,
Лист 6,,,,,
Уголок 100*100*7 мм ст 3,,100.0,100.0,7.0,
"Уголок 75*75*6 мм, ст.3",,75.0,75.0,6.0,
Уголок 90х8,,90.0,90.0,8.0,
Лист 16,,,,,
Труба профильная 100х100ММ,100.0,,,100.0,
Профиль 40х40х3мм,,40.0,40.0,3.0,
Профиль стоечный 80х60х3ММ,,80.0,60.0,3.0,
Уголок 50х50х3,,50.0,50.0,3.0,
Труба стальная Ø50,,,,,
"Труба 76х3,0 Гост 10705-80",76.0,,,3.0,
Труба 38х3 ГОСТ 10704-91 В20 ГОСТ 10705-80,38.0,,,3.0,
ТРУБА 22Х2,22.0,,,2.0,
Уголок 63х4,,63.0,63.0,4.0,
Труба электросварная спиральношовная 630х6 20 API 5L,630.0,,,6.0,
Швеллер 10П 5.2х20х76 Ст0 ГОСТ 8240-97,,,,,
Уголок 7х10 Ст0 ГОСТ 8509-93,,7.0,10.0,0.0,
Лист 3х1500х2600 Ст0 ГОСТ 16523‑97,,2600.0,1500.0,3.0,
Лист 3х2440х2600 Ст0 ГОСТ 16523‑97,,2600.0,2440.0,3.0,
Лист 3х1500х2440 Ст0 ГОСТ 16523‑97,,2440.0,1500.0,3.0,
Труба 100х3 ГОСТ 8732-78 10Г2,100.0,,,3.0,
Труба 76х3 ГОСТ 8732-78 10Г2,76.0,,,3.0,
Труба 273х6 ГОСТ 10704-91 Ст3сп5,273.0,,,6.0,
Труба 89х3.5 ГОСТ 10704-91 Ст3сп5,89.0,,,3.5,
Труба 114х4.5 ГОСТ 10704-91 Ст3сп5,114.0,,,4.5,
Труба 426х7 ГОСТ 10704-91 Ст3сп5,426.0,,,7.0,
Труба 325х6 ГОСТ 10704-91 Ст3сп5,325.0,,,6.0,
Труба 377х7 ГОСТ 10704-91 Ст3сп5,377.0,,,7.0,
Профиль 300х300х8 ГОСТ 30245-2003 С245,,300.0,300.0,8.0,
Уголок 160х100х10 ГОСТ 8510-86 С245 ГОСТ 27772-88,,160.0,100.0,10.0,
Профиль 60х40х2.5 ГОСТ 30245-2003 С245 ГОСТ 27772-88,,60.0,40.0,2.5,
Швеллер 180х100х5 ГОСТ 8278-2003 С245 ГОСТ 27772-88,,,,,
Швеллер 160х80х4 ГОСТ 8278-2003 С245 ГОСТ 27772-88,,,,,
Швеллер 80х50х4 ГОСТ 8278-2003 С245 ГОСТ 27772-88,,,,,
Лист ПВЛ 510х1400 Ст3 С245 ГОСТ 27772-88,,3.0,1400.0,510.0,
Лист ПВЛ 510х800 Ст3 С245 ГОСТ 27772-89,,3.0,800.0,510.0,
Лист 10х1500х6000 ГОСТ 8568-94 С245 ГОСТ 27772-88,,6000.0,1500.0,10.0,
Полоса 80х8 ГОСТ 103-76 Ст3сп5,,,80.0,8.0,
Полоса 80х8 ГОСТ 103-2006 ВСт3кп2,,,80.0,8.0,
Полоса 80х8 ГОСТ 103-2006 Ст3,,,80.0,8.0,
Труба 65х1.5 10Х18Н10Т ГОСТ 9941-81,65.0,,,1.5,
Труба 25х3 12Х18Н10Т ГОСТ 9941-81,25.0,,,3.0,
Труба 18х1.4 12Х18Н10Т ГОСТ 9941-81,18.0,,,1.4,
Труба 426х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,426.0,,,7.0,
Труба профильная 100х60х4,,100.0,60.0,4.0,
Труба профильная 80х40х3,,80.0,40.0,3.0,
Труба 219х4 ГОСТ 10704-91 Ст3,219.0,,,4.0,
Лист 25х1500х6000 ГОСТ 19903-74 09Г2С,,6000.0,1500.0,25.0,
Лист 12х1500х6000 ГОСТ 19903-74 Ст3пс,,6000.0,1500.0,12.0,
Лист ПВ 406 ГОСТ 8706-78,,78.0,8706.0,406.0,
Швеллер 16 12000ММ ГОСТ 8240-97 Ст3сп5 ГОСТ 535-2005,,,,,
Швеллер 10  3сп5 ГОСТ 8240-97,,,,,
Арматура 8 А3 СТ35ГС,8.0,,,,
"Арматура 16 А400 11,7 35ГС 170973",16.0,,,,
"Арматура 10 А400 11,7 25Г2С 170936",10.0,,,,
Арматура 20 A3 ст.35ГС А3 ГОСТ5781-82 М/Д 11700,20.0,,,,
Арматура 6 Аlll(25Г2С)гост 5781-82,6.0,,,,
Лист 25 ГОСТ 19903-90 С255 ГОСТ 27772-88,,90.0,19903.0,25.0,
Труба,,,,,
Полоса 8х40х1500ММ Ст3,,,8.0,40.0,
Лист 12 ГОСТ 19903-90 Ст3,,90.0,19903.0,12.0,
Швеллер горячекатаный 10У ГОСТ 8240-97 С235 ГОСТ 27772-88,,,,,
Уголок стальной 75х75х6,,75.0,75.0,6.0,
ЛИСТ Т=3мм,,,,3.0,
Лист 55 ГОСТ 19903-2015 09Г2С ГОСТ 19281-2014,,2015.0,19903.0,55.0,
Арматура 6 А400 ГОСТ 34028-2016 Ст3сп5 ГОСТ 380-2005,6.0,,,,
Труба 25х2.5 Ст20 ТУ 14-3Р-77-2004,25.0,,,2.5,
Труба 32х3.5 Ст20 ТУ 14-3Р-77-2004,32.0,,,3.5,
Труба 38х3 Ст20 ТУ 14-3Р-77-2004,38.0,,,3.0,
Труба 45х3.5 Ст20 ТУ 14-3Р-77-2004,45.0,,,3.5,
Труба 57х3.5 Ст20 ТУ 14-3Р-77-2004,57.0,,,3.5,
Труба 89х4.5 Ст20 ТУ 14-3Р-77-2004,89.0,,,4.5,
Труба 108х6 Ст20 ТУ 14-3Р-77-2004,108.0,,,6.0,
Труба 133х5 Ст20 ТУ 14-3Р-77-2004,133.0,,,5.0,
Труба 159х6 Ст20 ТУ 14-3Р-77-2004,159.0,,,6.0,
Труба 219х6 Ст20 ТУ 14-3Р-77-2004,219.0,,,6.0,
Труба 325х7 Ст20 ТУ 14-3Р-77-2004,325.0,,,7.0,
Круг 50 Ст20 ГОСТ 1050-2013,50.0,,,,
Лист 14х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,14.0,
Лист 16х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,16.0,
Лист 20х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,20.0,
Лист 30 ГОСТ 19903-2015 17Г1С ГОСТ 5520-79,,2015.0,19903.0,30.0,
Лист 20 ГОСТ 19903-2015 17Г1С ГОСТ 5520-79,,2015.0,19903.0,20.0,
Лист 10 ГОСТ 19903-2015 17Г1С ГОСТ 5520-79,,2015.0,19903.0,10.0,
Лист 22х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,22.0,
Лист 40х1500х6000 ГОСТ 19903-2015 17Г1С ГОСТ 5520-79,,6000.0,1500.0,40.0,
Круг 10 35Х ГОСТ 4543-71,10.0,,,,
Круг 12 35Х ГОСТ 4543-71,12.0,,,,
Круг 14 35Х ГОСТ 4543-71,14.0,,,,
Круг 16 35Х ГОСТ 4543-71,16.0,,,,
Круг 20 35Х ГОСТ 4543-71,20.0,,,,
Круг 26 35Х ГОСТ 4543-71,26.0,,,,
Круг 30 35Х ГОСТ 4543-71,30.0,,,,
Круг 36 35Х ГОСТ 4543-71,36.0,,,,
Круг 45 35Х ГОСТ 4543-71,45.0,,,,
Швеллер 20 ГОСТ 8240-72 ВСт3сп5 ГОСТ 535-2005,,,,,
Швеллер 24 ГОСТ 8240-72 ВСт3сп5 ГОСТ 535-2005,,,,,
Лист 4х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,4.0,
Лист 6х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,6.0,
Лист 10х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,10.0,
Лист 20х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,20.0,
Лист 30х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,30.0,
Лист 40х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,40.0,
Лист 4х1500х6000 ГОСТ 19903-2015 12Х18Н10Т,,6000.0,1500.0,4.0,
Лист 8х1500х6000 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5632-2014,,6000.0,1500.0,8.0,
Лист 10х1500х6000 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5632-2014,,6000.0,1500.0,10.0,
Лист 16х1500х6000 ГОСТ 19903-2015 12Х18Н10Т,,6000.0,1500.0,16.0,
Лист 20х1500х6000 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5632-2014,,6000.0,1500.0,20.0,
Лист 30х1500х6000 ГОСТ 19903-2015 12Х18Н10Т,,6000.0,1500.0,30.0,
Лист 40х1500х6000 ГОСТ 19903-2015 12Х18Н10Т,,6000.0,1500.0,40.0,
Лист 6х1500х600 AISI 316L,,600.0,1500.0,6.0,
Лист 10х1500х600 AISI 316L,,600.0,1500.0,10.0,
АРМАТУРА Ж 12 АIII,12.0,,,,
Арматура ф10 мм А 3,10.0,,,,
Арматура 16мм А1,16.0,,,,
Швеллер 12,,,,,
Лист t-6,,,,,
Швеллер № 16,,,,,
Уголок 75х75х6 Ст3,,75.0,75.0,6.0,
Уголок 70х30х6 Ст3,,70.0,30.0,6.0,
Уголок 63х63х6 Ст3,,63.0,63.0,6.0,
Уголок 90х56х5.5 Ст3,,90.0,56.0,5.5,
Уголок 50х50х4 Ст3,,50.0,50.0,4.0,
Уголок 50х50х5 Ст3,,50.0,50.0,5.0,
Уголок 25х25х3 Ст3,,25.0,25.0,3.0,
Лист О-ПН-IV 4 Ст3,,,,,
Лист 3 Ст3,,,,,
Швеллер № 6.5,,,,,
Швеллер № 8,,,,,
Швеллер № 22,,,,,
Лист 12 09Г2С-12,,2.0,9.0,12.0,
Лист 22 09Г2С-12,,2.0,9.0,22.0,
Лист 26 09Г2С-12,,2.0,9.0,26.0,
Лист 30 09Г2С-12,,2.0,9.0,30.0,
Лист 2.5 Ст3,,,,,
Лист 4 Ст3,,,,,
Лист 5 Ст3,,,,,
Лист 14 Ст3,,,,,
Лист 24 Ст3,,,,,
Лист ПВЛ 506 Ст3,,,,,
Лист ПВЛ 510 Ст3,,,,,
Труба 89х5 ГОСТ 8732-78 Ст20,89.0,,,5.0,
Труба 530х5 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,530.0,,,5.0,
Труба 20х1.5 AISI 316L,20.0,,,1.5,
Труба 88.5х3 Ст20 ГОСТ 3262-75,88.5,,,3.0,
Труба 26.8х3 Ст20 ГОСТ 3262-75,26.8,,,3.0,
Арматура 12 АIII стА500С ГОСТ5781-82,12.0,,,,
АРМАТУРА 10-А240,10.0,,,,
АРМАТУРА Ж 16 АIII,16.0,,,,
Полоса 40х4 ГОСТ 103-2006 ГОСТ 9.307-89 оцинкованная,,,40.0,4.0,
Труба 600х600х3х2500 Ст3пс ГОСТ 30245-2012,600.0,,,600.0,
"Труба бесшовная (SMLS) DN3"" (88.9х5.49) BE ASME B36.19M ASTM A312 TP316/316L",88.9,,,5.49,
Труба 325х5 Ст3 ГОСТ 20295-85,325.0,,,5.0,
Труба электросварная прямошовная Ø530х10мм,530.0,,,10.0,
Лист 1х1250х2500 AISI 304L,,2500.0,1250.0,1.0,
Профиль 5х50х80-С245 ГОСТ 30245-2003,,5.0,50.0,80.0,
Профиль 6х80х80-С245 ГОСТ 30245-2003,,6.0,80.0,80.0,
Уголок 100х63х10-С245 ГОСТ 8509-93,,100.0,63.0,10.0,
Уголок 100х63х8-С245 ГОСТ 8509-93,,100.0,63.0,8.0,
Уголок 125х80х10-С245 ГОСТ 8509-93,,125.0,80.0,10.0,
Круг 12-09Г2С ГОСТ 2590-2006,12.0,,,,
Круг 20-09Г2С ГОСТ 2590-2006,20.0,,,,
Круг 24-09Г2С ГОСТ 2590-2006,24.0,,,,
Круг 32-09Г2С ГОСТ 2590-2006,32.0,,,,
Круг 36-09Г2С ГОСТ 2590-2006,36.0,,,,
Круг 42-09Г2С ГОСТ 2590-2006,42.0,,,,
Уголок 40х40х5 ст.3сп ГОСТ 8509-93,,40.0,40.0,5.0,
Уголок 40х40х4 В-Ст3сп ГОСТ 380-2005 ГОСТ 8509-93,,40.0,40.0,4.0,
Полоса 5х180-Ст3сп5 ГОСТ 14637-89,,,5.0,180.0,
Уголок 63х40х6-Ст3сп1-1 ГОСТ 8509-93,,63.0,40.0,6.0,
Арматура 20 АI,20.0,,,,
Арматура 6-А-I ст3кп ГОСТ 5781-82,6.0,,,,
Уголок 75x75x5 СтЗсп,,75.0,75.0,5.0,
Лист 8 ГОСТ 19903-2015 09Г2С ГОСТ 19281-2014,,2015.0,19903.0,8.0,
Круг 36 Ст20 ГОСТ 1050-2013,36.0,,,,
Круг 60 Ст20 ГОСТ 1050-2013,60.0,,,,
Круг 20 Ст35 ГОСТ 1050-2013,20.0,,,,
Круг 30 Ст35 ГОСТ 1050-2013,30.0,,,,
Лист 6 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,2015.0,19903.0,6.0,
Лист 45х1500х4500 ГОСТ 19903-2015 09Г2С ГОСТ 5520-2015,,4500.0,1500.0,45.0,
Круг 32 Ст35 ГОСТ 2590-2006,32.0,,,,
Труба 108х12 ГОСТ 8732-78 В20,108.0,,,12.0,
Труба 57х3 12Х18Н10Т ГОСТ 9941-81,57.0,,,3.0,
Арматура А3 14ММ А500 ГОСТ 34028-2016,3.0,,,,
Арматура А3 18ММ А500 ГОСТ 34028-2016,3.0,,,,
Арматура ф 6мм А1 3СП,6.0,,,,
Арматура 16мм А3,16.0,,,,
Арматура А1 8ММ А240 ГОСТ 34028-2016,1.0,,,,
Швеллер С16 С245 ГОСТ 8240-97,,,,,
Арматура 10 AI,10.0,,,,
Труба профильная 60х60х4 ГОСТ 8639-82,,60.0,60.0,4.0,
"Труба 57x6,0 ТУ 14-161-148-94 ст. 20С с ВУС изол 3-х сл.ГОСТ 9.602-2005-конструкции №1",57.0,,,6.0,
Труба 219х5 стальная,219.0,,,5.0,
Труба 426х6 ГОСТ 10704-78 ВСт3сп с 3-х слойной изоляцией,426.0,,,6.0,
Труба 219х5 Ст3сп ГОСТ 10705-80,219.0,,,5.0,
"Труба профильная 100*100*4 ст.3,10,20 30245, 8639-82",,100.0,100.0,4.0,
Уголок 50х50х5.,,50.0,50.0,5.0,
УГОЛОК 40Х40Х5 В-СТ3СП ГОСТ 380-2005,,40.0,40.0,5.0,
"ШВЕЛЛЕР 10 ГОСТ 8240-97 СТ3СП4 ГОСТ 535-2005 L-1,3М",,,,,
ШВЕЛЛЕР СТАЛЬНОЙ,,,,,
Полоса 25х8мм,,,25.0,8.0,
Уголок 80х80х6 ГОСТ 8509-93 С245 ГОСТ 27772-88,,80.0,80.0,6.0,
ПОЛОСА 6х60 Ст3сп,,,6.0,60.0,
Лист 20х1500х6000 ГОСТ 19903 Ст3пс5,,6000.0,1500.0,20.0,
ПОЛОСА 150Х4,,,150.0,4.0,
ЛИСТ ПВ 506 СТ3ПС5,,5.0,3.0,506.0,
Лист 5х1500х6000 ГОСТ 8568-77 С245 ГОСТ 27772-88,,6000.0,1500.0,5.0,
"Труба профильная 80х80х3,5мм",,80.0,80.0,3.5,
Труба профильная 50х50х3мм,,50.0,50.0,3.0,
Труба 114х4.5 Ст3 ГОСТ 10705-80,114.0,,,4.5,
Труба 219х6 ГОСТ 10704-91 Ст3,219.0,,,6.0,
Труба 630х7 ГОСТ 10704-91 Ст3,630.0,,,7.0,
Труба 32х2.8ММ Ст3 ГОСТ 3262-75,32.0,,,2.8,
Уголок 50*50*5 мм,,50.0,50.0,5.0,
Труба профильная 100х100х5 ГОСТ 30245-2003 Ст3сп5,,100.0,100.0,5.0,
Уголок 75х75х5 ГОСТ 8509 3сп 5,,75.0,75.0,5.0,
Лист 16 ГОСТ 19903-74 С255 ГОСТ 27772-88,,74.0,19903.0,16.0,
Лист 0.5ММ металлический RAL 7024,,,,,
"Лист 0,5х1070х370 ГОСТ 34180-2017 08ПС покрытие полимерное RAL 9003",,370.0,1070.0,0.5,
Лист 4 ГОСТ 19903-90,,90.0,19903.0,4.0,
Лист 8 Ст3сп5 ГОСТ 14637-89,,5.0,3.0,8.0,
АРМАТУРА КРУГ AI Ø20 ММ,20.0,,,,
Лист 50 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,2015.0,19903.0,50.0,
Лист 40 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,2015.0,19903.0,40.0,
Лист 5 AISI 316L,,,,,
Труба 108х6 ГОСТ 8732-78 В20 ГОСТ 8731-74,108.0,,,6.0,
Труба 133х12 ГОСТ 8732-78 В20 ГОСТ 8731-74,133.0,,,12.0,
Круг 20 Ст20 ГОСТ 1050-2013,20.0,,,,
Круг 30 Ст20 ГОСТ 1050-2013,30.0,,,,
Лист 2х1500х6000 ГОСТ 19903-2015 СтЗсп5 ГОСТ 14637-89,,6000.0,1500.0,2.0,
Лист 8х1500х6000 ГОСТ 19903-2015 СтЗсп5 ГОСТ 14637-89,,6000.0,1500.0,8.0,
Лист 8х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2015,,6000.0,1500.0,8.0,
Лист 10х1500х6000 ГОСТ 19903-2015 СтЗсп5 ГОСТ 14637-89,,6000.0,1500.0,10.0,
Лист 18х1500х6000 ГОСТ 19903-2015 СтЗсп5 ГОСТ 14637-89,,6000.0,1500.0,18.0,
Лист 20х1500х6000 ГОСТ 19903-2015 СтЗсп5 ГОСТ 14637-89,,6000.0,1500.0,20.0,
Лист 20х1500х6000 09Г2С-12 ГОСТ 5520-2015 ГОСТ 1050-2013,,6000.0,1500.0,20.0,
Лист 26х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2015,,6000.0,1500.0,26.0,
Круг 60 Ст35 ГОСТ 1050-2013,60.0,,,,
Круг 85 Ст35 ГОСТ 1050-2013,85.0,,,,
Труба 57х3.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,57.0,,,3.5,
Труба 89х4.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,89.0,,,4.5,
Труба 159х6 ГОСТ 8732-78 В20 ГОСТ 8731-74,159.0,,,6.0,
Лист 20 ГОСТ 19903-90,,90.0,19903.0,20.0,
Труба профильная 150х150х5 Ст3 ГОСТ 8639-82,,150.0,150.0,5.0,
ТРУБА  219Х7ММ,219.0,,,7.0,
Труба 1220х12 К52 ТУ 1381-012-05757848-2005,1220.0,,,12.0,
Труба 1020х12 ГОСТ 10704-91 Ст3сп,1020.0,,,12.0,
Труба 1020х14 К56 ГОСТ 31447-2012 с 3-х слойной изоляцией усиленного типа УС,1020.0,,,14.0,
Полоса 4x25,,,4.0,25.0,
Швеллер 16П 12050ММ ГОСТ 8240-97 Ст3сп5,,,,,
Труба профильная 40х40х3 Ст3сп ГОСТ 8645-68,,40.0,40.0,3.0,
Труба профильная 200х200х6 Ст3сп ГОСТ 8645-68,,200.0,200.0,6.0,
Труба профильная 60х60х3 Ст3сп ГОСТ 8645-68,,60.0,60.0,3.0,
"Труба профильная 100х100х4,0",,100.0,100.0,4.0,
Труба ст ф100,,,,,
Труба квадратные 120х80х3мм ,120.0,,,80.0,
Труба 159х6 Ст20 ГОСТ 10705-80,159.0,,,6.0,
Труба 1220х12 К56 ГОСТ 31447-2012,1220.0,,,12.0,
Труба 1420х14 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,1420.0,,,14.0,
Труба 57х4 ГОСТ 8732-78 В20 ГОСТ 8731-74,57.0,,,4.0,
Труба 325х9 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,325.0,,,9.0,
Лист стальной t=6,,,,,
Полоса для заземления 40х4(стальная),,,40.0,4.0,
Швеллер  24У,,,,,
Лист 10MM,,,,,
Лист 20 MM,,,,,
Уголок 80*80*6,,80.0,80.0,6.0,
Уголок 125*125*10,,125.0,125.0,10.0,
Швеллер 18MM,,,,,
Лист 8,,,,,
Швеллер 22У.,,,,,
Швеллер 20,,,,,
лист 6,,,,,
Швеллер 10 ,,,,,
Лист 3х1250х2500 ГОСТ 19903-2015 03Х17Н14М2,,2500.0,1250.0,3.0,
Труба 100х150х10 ГОСТ 8645-18 08ПС,100.0,,,150.0,
Труба 40х50х3 ГОСТ 8645-18 08ПС,40.0,,,50.0,
Труба 100x100x4 ГОСТ 8639-82,100.0,,,100.0,
Арматура ,,,,,
Полоса стальная 50х5ММ 6М,,,50.0,5.0,
Труба 200х200х7,200.0,,,200.0,
Труба профильная 150х150х5 ГОСТ 8639 Ст3,,150.0,150.0,5.0,
Арматура А3 16 А500 ГОСТ 34028-2016,3.0,,,,
Лист 36 ГОСТ 19903-2015 С245 ГОСТ 27772-2015,,2015.0,19903.0,36.0,
Уголок 80х3-С245 ГОСТ 8509-93 ГОСТ 27772-2015,,80.0,3.0,245.0,
Уголок 180х11-С245 ГОСТ 8509-93 ГОСТ 27772-2015,,180.0,11.0,245.0,
Уголок 80х80х8-С345 ГОСТ 8509-93 ГОСТ 27772-88,,80.0,80.0,8.0,
Профиль 160х120х5-С245 ГОСТ 30245-2012 ГОСТ 27772-2015,,160.0,120.0,5.0,
Лист 1х1250х2500 AISI 321,,2500.0,1250.0,1.0,
Лист 10 ГОСТ 19903-2015 09Г2С ГОСТ 19281-2014,,2015.0,19903.0,10.0,
Уголок 75х50х5 Ст3сп/пс,,75.0,50.0,5.0,
Круг 40,40.0,,,,
Круг 80мм,80.0,,,,
Лист 40х1500х6000 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,40.0,
Лист 25х1500х6000 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,25.0,
Лист 10 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,2015.0,19903.0,10.0,
Круг 120 Ст3,120.0,,,,
Круг 30 ГОСТ 2590-2006 Ст20-2ГП,30.0,,,,
Круг 80 ГОСТ 2590-2006 СТ10Г2,80.0,,,,
Труба 34х5 ГОСТ 8732-78 В20,34.0,,,5.0,
Труба 159х16 ГОСТ 8732-78 В20,159.0,,,16.0,
Труба 73х6 ГОСТ 8732-78 В20,73.0,,,6.0,
Труба 63х6 ГОСТ 8732-78 В20,63.0,,,6.0,
Труба 121х10 ГОСТ 8732-78 В20,121.0,,,10.0,
Труба 219х10 ГОСТ 10704-91 ВСт3пс4,219.0,,,10.0,
Труба 219х7 ГОСТ 8732-78 Ст20,219.0,,,7.0,
Труба 114х4 ГОСТ 8732 Ст20,114.0,,,4.0,
Труба 57х6 ГОСТ 8732-78 В20 ГОСТ 8731-74,57.0,,,6.0,
Труба 219х16 ГОСТ 8732-78 В20,219.0,,,16.0,
Труба 60х60х3.5 ГОСТ 30245-2003 С245 ГОСТ 27772-88,60.0,,,60.0,
Труба 120х80х5 ГОСТ 30245-2003 С245 ГОСТ 27772-88,120.0,,,80.0,
Труба 160х80х6 ГОСТ 30245-2003 С245 ГОСТ 27772-88,160.0,,,80.0,
Труба 180х100х7 ГОСТ 30245-2003 С245 ГОСТ 27772-88,180.0,,,100.0,
КРУГ 12MM.,12.0,,,,
Труба 89х4 12Х18Н10Т ГОСТ 9941-81,89.0,,,4.0,
Арматура прокат 32 мм СТ3ПС АI ГОСТ 5781-82 М/Д 11700,32.0,,,,
Арматура прокат А-I д 28 мм СТ3СП ГОСТ-5781-82 м/д 11700,28.0,,,,
"Круг AI д.24 Ст3сп ГОСТ535-2005,2590-2006 арматура",24.0,,,,
Труба 20х2.5 Ст2пс ГОСТ 3262-75,20.0,,,2.5,
Труба 108х4х5200 ГОСТ 8732-78 Ст20,108.0,,,4.0,
Лист 16х1500х6000 AISI 304,,6000.0,1500.0,16.0,
Лист 8х1500х6000 AISI 304,,6000.0,1500.0,8.0,
Лист 5х1500х6000 AISI 304,,6000.0,1500.0,5.0,
Лист 6х1500х6000 AISI 304,,6000.0,1500.0,6.0,
Лист 10х1500х6000 AISI 304,,6000.0,1500.0,10.0,
Лист 3х1250х3000 AISI 904L,,3000.0,1250.0,3.0,
Лист 5х1250х3000 AISI 904L,,3000.0,1250.0,5.0,
Лист 6х1500х6000 AISI 904L,,6000.0,1500.0,6.0,
Лист 8х1500х6000 AISI 904L,,6000.0,1500.0,8.0,
Лист 10х1500х6000 AISI 904L,,6000.0,1500.0,10.0,
Лист 12х1500х6000 AISI 904L,,6000.0,1500.0,12.0,
Лист 16х1500х6000 AISI 904L,,6000.0,1500.0,16.0,
Лист 6х1500х3000 AISI 904L,,3000.0,1500.0,6.0,
Труба 108х4 ГОСТ 8732-78 Ст20,108.0,,,4.0,
Арматура 25-А3-500С ГОСТ 34028-2016,25.0,,,,
Арматура 28-А3-500С ГОСТ 34028-2016,28.0,,,,
Труба 76х4.5 ГОСТ 10704-91 Ст20,76.0,,,4.5,
Труба 89х4.5 ГОСТ 10704-91 Ст20,89.0,,,4.5,
Труба 114х4.5 ГОСТ 10704-91 Ст20,114.0,,,4.5,
Уголок 50х50х5 Ст20 ГОСТ 8509-93,,50.0,50.0,5.0,
Труба 630х8 ГОСТ 10704-91 Ст3,630.0,,,8.0,
ТРУБА Ø720Х8ММ,720.0,,,8.0,
Труба 530х8 ГОСТ 10704-91 ВСт3сп ГОСТ 10705-80,530.0,,,8.0,
Труба 237х8 ГОСТ 10704-91 Ст3 с 3-х слойной изоляцией,237.0,,,8.0,
Труба 377х8 ГОСТ 10704-91 Ст3 с 3-х слойной изоляцией,377.0,,,8.0,
Труба 820х8 ГОСТ 10704-91 Ст3 с 3-х слойной изоляцией,820.0,,,8.0,
Труба 1020х8 ГОСТ 10704-91 Ст3 с 3-х слойной изоляцией,1020.0,,,8.0,
труба 426*8,426.0,,,8.0,
Труба 325х8 ГОСТ 10704-91 Ст3,325.0,,,8.0,
Полоса заземление 25х4,,,25.0,4.0,
